id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35460953,Grande chambre sur le plateau! Position idéale!,14271103,Andrea,,Le Plateau-Mont-Royal,45.51836,-73.59262,Private room,74,1,0,,,3,0
35461935,Nice cozy fully furnished room near Mile-End,9556722,Jean,,Outremont,45.52081,-73.60731,Private room,125,2,3,2019-12-22,0.54,1,37
35464375,Appartement spacieux et bien situé (avec parking),21724937,J-A & Ari,,Mercier-Hochelaga-Maisonneuve,45.54481,-73.54341,Entire home/apt,95,3,5,2019-07-30,0.69,1,13
35465230,Splendid room on the main floor and living room.,266602053,Nicole,,Villeray-Saint-Michel-Parc-Extension,45.5398,-73.61743,Private room,61,1,34,2020-01-10,6.50,2,356
35466323,Nice curtained room with mezzanine bed in MTL,42950398,Damien,,Rosemont-La Petite-Patrie,45.53852,-73.60197,Private room,50,1,11,2020-01-01,1.50,1,89
35467189,Spacious appartement: Heart of Montreal !,81205082,Reda,,Le Plateau-Mont-Royal,45.52079,-73.56662,Entire home/apt,90,2,4,2019-09-02,0.61,1,4
35467575,"Vieux  Rosemont, Montréal, Aux Fêtes!",266849061,Sylvie M.,,Rosemont-La Petite-Patrie,45.55551,-73.57307,Entire home/apt,131,5,1,2019-09-01,0.22,2,0
35467899,Big Cozy Rustic Apartment in the heart of Verdun,266759550,Daniel,,Verdun,45.46666,-73.56855,Entire home/apt,59,1,1,2019-06-16,0.14,1,0
35468099,Beautiful apartment in Côte-des-Neiges,226771747,Marina,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49657,-73.62613,Entire home/apt,20,31,4,2019-12-16,0.63,1,178
35468204,Best little cute apartment!!,226757575,Sophie,,Le Plateau-Mont-Royal,45.51974,-73.59825,Entire home/apt,90,1,29,2020-01-01,4.08,2,362
35468627,Home sweet home,246668334,Mehdii,,Ville-Marie,45.52992,-73.56272,Entire home/apt,95,2,5,2019-09-02,0.79,1,353
35469052,Chambre privée Meilleur confort,42528514,Flore,,Pierrefonds-Roxboro,45.50086,-73.77342,Private room,35,1,18,2019-09-27,2.67,1,89
35469171,"3 Bedroom 2 bathroom, Luxurious Building",111207068,Omar,,Ville-Marie,45.5031,-73.57663,Entire home/apt,200,2,0,,,1,0
35471108,The Perfect Space by Square Saint-Louis,264835845,Ben & Pablo,,Le Plateau-Mont-Royal,45.51649,-73.57136,Private room,50,1,16,2019-12-27,2.21,2,364
35481656,"Sky Fall in Montreal Downtown, 1BR, Guy-Concordia",266752787,Mohsen,,Ville-Marie,45.49532,-73.58152,Entire home/apt,59,1,7,2019-10-10,0.97,1,0
35482124,Big room! in the middle of down town!!!!,119875745,Pablo,,Ville-Marie,45.51687,-73.566,Private room,299,1,6,2019-10-19,0.81,5,365
35483101,"LUMINOUS , SPACIOUS & ARTSY / living inside a tree",14900294,Sébatien,,Rosemont-La Petite-Patrie,45.55694,-73.56648,Entire home/apt,60,3,7,2019-09-08,1.06,1,0
35483773,"Appartement neuf, en plein centre ville (DownTown)",266959208,Yerim,,Ville-Marie,45.49286,-73.58453,Entire home/apt,196,2,8,2019-08-25,1.22,1,179
35483962,Bright room in the Mile-End/Plateau,73237327,Tom,,Le Plateau-Mont-Royal,45.52301,-73.59262,Private room,70,3,4,2020-01-06,0.55,1,0
35485494,Cute Sunny Apartment in the Heart of Petite-Patrie,74022133,Emma,,Rosemont-La Petite-Patrie,45.53566,-73.60118,Entire home/apt,48,2,14,2019-12-30,2.01,1,68
35486198,Elegant & Perfectly Located by Atwater Market,487327,Louis,,Le Sud-Ouest,45.48183,-73.57571,Entire home/apt,299,2,31,2020-01-11,4.31,51,138
35487759,Cool and Clean Flat by Atwater Market,487327,Louis,,Le Sud-Ouest,45.48336,-73.57645,Entire home/apt,299,2,20,2020-01-05,2.75,51,124
35488098,Huge & Swanky Apartment by Atwater Market,487327,Louis,,Le Sud-Ouest,45.48266,-73.57433,Entire home/apt,299,2,30,2019-12-26,4.27,51,130
35492779,The King Hut,13604267,Moe,,Le Plateau-Mont-Royal,45.50751,-73.57282,Entire home/apt,261,1,0,,,3,365
35496502,"Chambre à louer, je restes dans le canapé du salon",118681216,Joseph,,Saint-Laurent,45.52881,-73.68139,Private room,74,1,0,,,1,0
35498151,sweet cozy downtown studio close to bell center,250499082,Tanaj,,Ville-Marie,45.4946,-73.58124,Entire home/apt,89,1,2,2019-07-03,0.28,23,0
35498653,Stylish 1BR for the perfect summer,250499082,Tanaj,,Le Plateau-Mont-Royal,45.50745,-73.57356,Entire home/apt,99,1,0,,,23,0
35498881,1BR for the perfect vacation in montreal,250499082,Tanaj,,Le Plateau-Mont-Royal,45.51605,-73.57339,Entire home/apt,99,1,1,2019-07-11,0.16,23,0
35504385,Havre en ville,266834977,Marie-Eve,,Outremont,45.52059,-73.61555,Entire home/apt,60,7,1,2019-09-29,0.28,1,0
35510211,Spacious and bright house with beautiful back deck,6286812,Maya,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46831,-73.62702,Entire home/apt,251,7,0,,,1,0
35511631,Lovely 2 BDR condo in downtown Montreal,135863759,Nada,,Ville-Marie,45.49179,-73.56716,Entire home/apt,221,5,3,2019-08-31,0.48,1,11
35517199,Elegant Condo @Hilton IX,84745602,Amanda,,Ville-Marie,45.50382,-73.55825,Entire home/apt,101,1,39,2019-12-30,6.13,15,70
35518962,5 1/2 chaleureux au coeur du plateau Mont-Royal,7774979,Atn,,Le Plateau-Mont-Royal,45.53597,-73.57982,Entire home/apt,150,1,6,2019-07-28,0.95,1,0
35520187,Heart of Old Montreal,265902268,Mike,,Ville-Marie,45.50305,-73.55763,Entire home/apt,149,1,39,2020-01-02,5.49,1,43
35521700,Cozy place in downtown Montreal,261327070,BaoNgan,,Ville-Marie,45.5228,-73.55616,Entire home/apt,80,1,26,2019-12-09,3.90,5,33
35521716,"M282@Urban modern unit 7minsto Downtown*,",263569768,Locals,,Ville-Marie,45.53153,-73.5517,Entire home/apt,78,2,9,2019-12-30,1.32,5,144
35522030,LARGE FUNCTIONAL APARTMENT NOT FAR FROM THE PLATEAU MONT-ROYAL - MONTREAL,267254400,Maxime,,Villeray-Saint-Michel-Parc-Extension,45.54353,-73.63075,Entire home/apt,80,2,7,2019-08-11,1.01,1,0
35529633,Cozy apartment in downtown Montreal,261327070,BaoNgan,,Ville-Marie,45.52093,-73.5565,Entire home/apt,95,2,19,2020-01-01,2.88,5,33
35533732,Studio style Hotel Condo - Mile-End/Plateau,31170756,Sylvain,,Le Plateau-Mont-Royal,45.5227,-73.59503,Entire home/apt,50,30,1,2019-12-20,1,3,223
35536786,"Loft O centre Ville,wifi,clim,parking,Gym/piscine.",267359692,Gustavo,,Ville-Marie,45.49069,-73.57767,Entire home/apt,60,180,0,,,1,364
35538622,Private bedroom in amazing location,267162841,Claudia,,Outremont,45.52262,-73.60819,Private room,50,1,2,2019-07-14,0.31,1,0
35539874,A wonderfully pleasant room in Montreal,215447348,Rachitta A,,Dorval,45.44093,-73.7396,Private room,30,1,21,2020-01-08,4.06,1,38
35540230,Meomun House,15373588,Meomun,,Rosemont-La Petite-Patrie,45.53451,-73.59879,Entire home/apt,200,2,10,2020-01-04,1.52,1,42
35543555,Modern Luxury 1 bed Condo next to Metro w/ parking,38511243,Fifa,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49645,-73.64884,Entire home/apt,89,180,0,,,1,285
35544030,TÊTE DANS LES NUAGES downtown Montréal,267421491,ON Est,,Ville-Marie,45.50591,-73.56753,Entire home/apt,110,7,8,2020-01-01,1.29,1,90
35546195,Tranquillité sur le Plateau,3321182,Hélène,,Le Plateau-Mont-Royal,45.53727,-73.56913,Entire home/apt,94,4,6,2020-01-04,1.05,2,165
35546700,Modern 1 BR condo in the heart of MTL,19573021,James,,Le Sud-Ouest,45.48987,-73.55929,Entire home/apt,52,30,2,2019-10-30,0.39,1,141
35546769,Le charme du Plateau,34726528,Varvara,,Le Plateau-Mont-Royal,45.52051,-73.57017,Entire home/apt,258,1,7,2019-08-28,1.05,3,362
35550669,Chambre à louer dans une colocation.,233305938,Bonnie,,Le Plateau-Mont-Royal,45.52733,-73.59226,Private room,44,1,0,,,2,13
35568677,Mid-Century Style#5D/Montreal DT/Guy-Concordia,267406288,Daniel,,Ville-Marie,45.49294,-73.58098,Entire home/apt,50,1,12,2019-10-27,1.66,4,0
35569133,Dream of Montreal #3D/ Downtown/ Guy-Concordia,267406288,Daniel,,Ville-Marie,45.49562,-73.57725,Entire home/apt,50,1,16,2019-12-18,2.35,4,0
35570463,Light and Traditional Le Plateau Triplex,24277290,Daniel,,Le Plateau-Mont-Royal,45.53173,-73.57849,Entire home/apt,161,2,2,2019-07-24,0.29,2,180
35570668,Downtown Large Apartment (best view),28277614,Zied,,Ville-Marie,45.51148,-73.55952,Entire home/apt,101,1,4,2019-08-11,0.61,2,71
35571050,"appartement calme, quartier sympa, proche metro",34252956,Philippe,,Le Sud-Ouest,45.47767,-73.56153,Entire home/apt,95,2,3,2019-09-22,0.55,1,152
35573022,"M303@St-Lawrence River View, Lasalle*",235488039,Locals,,LaSalle,45.41755,-73.61372,Entire home/apt,87,25,18,2019-10-13,2.56,1,92
35577740,Central Apartment View and balconies 2 bedrooms,6386650,Faustine,,Ville-Marie,45.52296,-73.55089,Entire home/apt,251,2,2,2019-12-31,0.36,1,0
35579361,Cozy loft in Downtown Montréal,261327070,BaoNgan,,Ville-Marie,45.52143,-73.55803,Entire home/apt,97,1,25,2019-12-28,3.77,5,63
35580061,ApartHotelMontreal 11 · Bright Suite 303,267675663,Aparthotel,,Ville-Marie,45.51171,-73.56831,Entire home/apt,1000,1,0,,,13,350
35580073,ApartHotelMontreal 5 · Splendid Suite 304,267675663,Aparthotel,,Ville-Marie,45.51198,-73.56839,Entire home/apt,1000,1,1,2019-09-08,0.23,13,178
35580075,ApartHotelMontreal 8 · Penthouse Suite 402,267675663,Aparthotel,,Ville-Marie,45.51022,-73.56842,Entire home/apt,1000,1,3,2019-10-14,0.51,13,364
35580080,ApartHotelMontreal 3 · Sunshine Suite 401,267675663,Aparthotel,,Ville-Marie,45.51019,-73.56838,Entire home/apt,1000,1,0,,,13,178
35580082,ApartHotelMontreal 9 · Sunset Suite 403,267675663,Aparthotel,,Ville-Marie,45.51009,-73.56885,Entire home/apt,1000,1,0,,,13,178
35580099,Star Rain/Montreal Downtown/Guy-Concordia,133033132,Al,,Ville-Marie,45.4954,-73.58026,Entire home/apt,59,1,8,2019-12-29,1.19,5,38
35580754,ApartHotelMontreal 6 · Corporate Suite 203,267675663,Aparthotel,,Ville-Marie,45.51059,-73.56845,Private room,1000,1,0,,,13,364
35580765,ApartHotelMontreal 10 · Sunrise Suite 404,267675663,Aparthotel,,Ville-Marie,45.51021,-73.56877,Entire home/apt,1000,1,0,,,13,178
35580768,ApartHotelMontreal 13 · Petite Suite,267675663,Aparthotel,,Ville-Marie,45.50973,-73.56997,Entire home/apt,1000,1,0,,,13,337
35580772,ApartHotelMontreal 2 · Presidential Suite 302,267675663,Aparthotel,,Ville-Marie,45.51013,-73.56842,Entire home/apt,1000,1,0,,,13,337
35580782,ApartHotelMontreal 12 · Pied a terre 206,267675663,Aparthotel,,Ville-Marie,45.51053,-73.56826,Entire home/apt,1000,1,0,,,13,350
35580785,ApartHotelMontreal 1 · Corporate Suite 301,267675663,Aparthotel,,Ville-Marie,45.51144,-73.56848,Entire home/apt,1000,1,0,,,13,178
35581645,Urban Townhouse retreat near Canal Lachine,19071888,Dayane,,Le Sud-Ouest,45.47671,-73.56078,Entire home/apt,80,30,8,2019-09-30,1.21,1,0
35588270,"Cozy, clean, quite and next to metro station.",5690065,Candy,,Ville-Marie,45.53916,-73.55675,Private room,47,2,2,2019-08-22,0.40,1,49
35597662,Chambre cosy au coeur du Plateau Mont-Royal,47902973,Emilie,,Le Plateau-Mont-Royal,45.53562,-73.58715,Private room,30,1,18,2019-12-27,2.92,1,12
35597894,Grand logement tout neuf dans le coeur du Mile-End,250077550,Amélie,,Le Plateau-Mont-Royal,45.52684,-73.60445,Entire home/apt,150,3,11,2020-01-04,1.72,1,174
35603507,Belle chambre à Montréal/Cozy bedroom in Montréal,75202474,Guillaume & Mairin,,Ville-Marie,45.53582,-73.55974,Private room,35,2,27,2019-12-23,3.73,1,24
35604183,stylish 2bdr apt in Montreal best area,249730097,Sonia,,Le Plateau-Mont-Royal,45.51881,-73.58147,Entire home/apt,161,1,1,2019-07-13,0.16,1,365
35606289,Little quiet nest with breakfast included,206023328,Roxane,,Saint-Léonard,45.58091,-73.5784,Private room,30,2,9,2019-12-11,1.36,2,0
35606487,Bright moments #7D/Montreal DT/Guy-Concordia,267406288,Daniel,,Ville-Marie,45.49663,-73.57704,Entire home/apt,50,1,16,2019-10-31,2.21,4,30
35606659,ApartHotelMontreal 7 · Professional Suite 202,267675663,Aparthotel,,Ville-Marie,45.50968,-73.57009,Entire home/apt,1000,1,1,2019-11-02,0.41,13,350
35608779,Authentic Old Montreal Experience | Old Port |,267889527,Yier,,Ville-Marie,45.50398,-73.5596,Entire home/apt,300,2,24,2020-01-05,3.75,1,326
35610976,Chambre cosy à côté du parc Lafontaine,9479837,Matilde,,Ville-Marie,45.52181,-73.56492,Private room,35,2,4,2020-01-05,0.59,1,0
35611214,Bright and Spacious Westmount Basement,132996343,Peyman,,Westmount,45.4838,-73.59809,Entire home/apt,170,4,2,2019-11-03,0.37,1,357
35611455,Chambre accueillante au rez-de-chaussée (Village),16187016,Jean-Pierre,,Ville-Marie,45.5193,-73.55743,Private room,80,2,13,2019-10-27,1.98,1,0
35612638,Jolie maison pleine de vie dans Villeray,1968444,Samuel,,Villeray-Saint-Michel-Parc-Extension,45.5527,-73.61819,Entire home/apt,99,6,4,2020-01-01,0.79,1,0
35613186,Welcome home! Entire appartment for your holidays,132102972,Mounir,,Le Sud-Ouest,45.4883,-73.56499,Entire home/apt,150,6,11,2019-10-07,1.78,2,179
35614309,Beautiful apartment downtown,265034412,Angie,,Ville-Marie,45.52469,-73.5611,Private room,198,1,1,2019-07-05,0.15,4,272
35615150,Chambre privée dans appartement cozy,85965701,Sonia,,Rosemont-La Petite-Patrie,45.5395,-73.59971,Private room,40,2,17,2019-10-14,2.67,3,0
35615756,Downtown Combo Penthouse & Loft with Private Patio,97960485,North Eden,,Ville-Marie,45.49526,-73.58065,Entire home/apt,9998,1,0,,,3,292
35619161,Garage loft,261543787,Menic,,Villeray-Saint-Michel-Parc-Extension,45.56625,-73.64422,Entire home/apt,98,1,26,2019-11-18,3.68,1,0
35628195,1 chambre maison familiale-metro Plamondon,23268627,Isabelle,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49229,-73.6408,Private room,50,10,1,2019-07-29,0.18,2,0
35629559,Charmant studio au coeur du Plateau Mont Royal,267288,Hind,,Le Plateau-Mont-Royal,45.52844,-73.57529,Entire home/apt,74,1,11,2019-10-13,1.55,1,0
35632083,The house of peace 7 (Metro &Free Parking),189828323,Frank And Grace,,Le Sud-Ouest,45.44617,-73.60309,Private room,39,1,28,2019-12-15,4.16,7,360
35633143,"Modern, Spatious, Downtown Montreal Private Room",29039227,Sandrine,,Ville-Marie,45.51054,-73.56905,Private room,55,5,0,,,1,89
35635201,The house of peace 8 (Metro &Free parking),189828323,Frank And Grace,,Le Sud-Ouest,45.44731,-73.60043,Private room,65,1,49,2020-01-02,7.28,7,357
35641633,Cozy room close to downtown,233047630,Song,,Le Sud-Ouest,45.45409,-73.59523,Private room,30,2,11,2019-10-25,1.78,1,362
35650647,"Superbe Apt à proximité de tout! Wifi, Ac, jardin",268199808,Steve,,Ville-Marie,45.53013,-73.55487,Entire home/apt,81,30,3,2020-01-05,0.60,1,341
35652431,Historic Apartment in the Heart of Little Burgundy,1248121,Lori,,Le Sud-Ouest,45.48925,-73.57762,Entire home/apt,101,3,4,2019-12-30,0.75,1,0
35652759,Beautiful apartment in the Mile-End,2295576,Ronald,,Le Plateau-Mont-Royal,45.52162,-73.59769,Entire home/apt,59,8,2,2019-07-26,0.28,1,279
35653114,"Condo à louer, Ville-Marie, Montréal",268224073,Alain,,Ville-Marie,45.51671,-73.56059,Entire home/apt,90,4,2,2019-07-22,0.33,1,71
35653772,Student Furnished Apartment,195068352,Mike,,Westmount,45.48484,-73.61539,Private room,110,120,1,2019-12-22,1,1,365
35655434,Cute Room in Plateau next to Parc Lafontaine,171336549,Alma,,Le Plateau-Mont-Royal,45.52932,-73.57347,Private room,35,1,1,2019-06-17,0.14,1,0
35669538,Lemercier 4 1/2,129120028,Marie-Pierre,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50205,-73.62066,Entire home/apt,65,25,0,,,1,226
35671410,2 bedrooms condo near Jacques Cartier Bridge (802),217220289,Charles,,Ville-Marie,45.52457,-73.5517,Entire home/apt,111,7,1,2020-01-07,1,2,45
35671880,Locanda Mood  Mile -End,126274289,Franco,,Rosemont-La Petite-Patrie,45.53062,-73.61392,Private room,125,3,3,2019-08-31,0.56,2,196
35672488,Diamond Studio facing Parc Thomas-Chapais,90814641,Nam,,Mercier-Hochelaga-Maisonneuve,45.60877,-73.54106,Entire home/apt,37,2,5,2019-07-31,0.75,1,0
35677024,2 bedroom apartment in Multimedia City,28047654,KasbaStays,,Le Sud-Ouest,45.49516,-73.55968,Entire home/apt,149,30,8,2019-09-02,1.21,39,363
35677303,a spacious comfortable place for vacation,143624736,Sadeq,,Ville-Marie,45.49612,-73.5899,Private room,99,1,3,2019-09-03,0.66,1,257
35681660,Cozy Appartement in Downtown Montreal !,203048480,Jessica,,Le Plateau-Mont-Royal,45.51508,-73.57534,Entire home/apt,44,1,30,2019-11-23,4.25,11,0
35682480,ApartHotelMontreal 4 · Professional Suite 201,267675663,Aparthotel,,Le Plateau-Mont-Royal,45.51108,-73.57006,Entire home/apt,1000,1,1,2019-12-01,0.67,13,348
35683098,Chambre Dans un grand appartement au coeur de MTL,268427117,Fabiola,,Le Plateau-Mont-Royal,45.51463,-73.57288,Private room,65,3,13,2019-11-22,1.84,4,2
35683798,Chambre avec jardin privé ! 2min métro Frontenac,77475719,Quentin,,Ville-Marie,45.53038,-73.55342,Private room,37,2,15,2019-08-23,2.11,1,0
35683857,Chambre Au cœur du Plateau et centre ville,268427117,Fabiola,,Le Plateau-Mont-Royal,45.51375,-73.57289,Private room,50,3,17,2019-12-22,2.70,4,84
35684036,"Nice & clean room near UDEM, HEC, POLY !",268432128,Grégoire,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.51039,-73.62301,Private room,35,2,5,2019-08-11,0.73,1,0
35684232,Joli appartement en plein cœur du plateau,84898244,Camille,,Le Plateau-Mont-Royal,45.53046,-73.58154,Entire home/apt,60,3,1,2019-07-08,0.16,1,6
35684236,Chambre Bien située sur le Plateau - Downtown,268427117,Fabiola,,Le Plateau-Mont-Royal,45.51464,-73.57442,Private room,50,3,18,2019-12-08,2.55,4,238
35684482,Chambre Centre de Montreal - Plateau,268427117,Fabiola,,Le Plateau-Mont-Royal,45.51499,-73.57256,Private room,40,3,15,2019-12-18,2.22,4,351
35686733,MTL STUDIO APARTMENT ABC2,1132399,Unal,,Ville-Marie,45.53085,-73.56051,Entire home/apt,52,31,1,2019-10-17,0.33,28,318
35687435,The Coziest Loft of Montreal Downtown,211761027,Ad,,Ville-Marie,45.49599,-73.58083,Entire home/apt,90,1,44,2020-01-07,6.23,7,17
35699164,Appartement à louer,64637691,Daniel,,Le Plateau-Mont-Royal,45.52624,-73.59059,Entire home/apt,110,6,0,,,2,364
35701461,little cozzy room,206479487,Miramis,,Rosemont-La Petite-Patrie,45.56802,-73.58221,Private room,18,5,1,2019-09-21,0.26,1,10
35703381,Private accommodation in Montreal West Island home,42373655,Ella,,Kirkland,45.46534,-73.84931,Entire home/apt,69,1,39,2020-01-05,5.68,1,308
35705291,Cozystay Montreal,20915894,Jean-Marc,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46964,-73.6134,Entire home/apt,78,31,2,2019-10-18,0.44,1,259
35705552,Sunny room in Le Plateau Mont Royal,84455312,Hugo,,Le Plateau-Mont-Royal,45.51612,-73.57328,Private room,39,1,2,2019-08-04,0.32,1,226
35708134,Victorian Appartement in the Heart of Downtown,200187577,Vince,,Le Plateau-Mont-Royal,45.50785,-73.5756,Entire home/apt,299,1,2,2019-09-30,0.56,3,0
35709926,"Beautiful, light and airy artist loft in Plateau",58626528,Geneviève,,Le Plateau-Mont-Royal,45.52978,-73.5781,Entire home/apt,125,2,14,2019-08-26,2.13,1,0
35710331,Chambre privée lit double downtown Montreal,77482600,Lisa,,Ville-Marie,45.49219,-73.57873,Private room,50,1,41,2019-12-29,5.89,1,0
35710555,"Room in Spacious Loft , minutes away from downtown",136641706,Sebastian,,Verdun,45.4484,-73.58279,Private room,44,3,3,2019-11-01,0.64,2,90
35714028,Bedroom with bath in nice and safe neighbourhood,64117728,Lilly,,Westmount,45.48339,-73.59512,Private room,150,1,1,2019-07-14,0.16,1,0
35715460,Montreal Dream/1BR/Guy-Concordia Metro,238774832,Philips,,Ville-Marie,45.49641,-73.57852,Entire home/apt,59,1,33,2020-01-01,4.67,2,41
35717641,Artsy 2 BR Ideally Centered btw Downtown & Plateau,267975487,Kamal,,Le Plateau-Mont-Royal,45.51297,-73.57066,Entire home/apt,172,2,5,2020-01-10,0.94,4,60
35728382,YUL COzY LOFT,102775120,Omar,,Rosemont-La Petite-Patrie,45.54243,-73.60211,Entire home/apt,60,2,4,2019-08-12,0.59,1,258
35730261,Cozy & Spacious 2BR in calm Rosemont ❤️Métro=5min,268758414,Chantale,,Rosemont-La Petite-Patrie,45.53546,-73.59822,Entire home/apt,268,2,14,2020-01-03,2.19,1,108
35731728,"Oasis urbain, plein confort à 2 pas de tout!",196000191,Brigitte,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47601,-73.62447,Entire home/apt,131,3,9,2020-01-01,1.72,3,60
35735769,Appartement montréalais au cœur de Villeray,51370751,Do,,Villeray-Saint-Michel-Parc-Extension,45.54045,-73.62461,Entire home/apt,65,5,1,2019-08-06,0.19,1,0
35736057,Bright and cozy top floor appt for 2,16429909,Zdravka,,Rosemont-La Petite-Patrie,45.54137,-73.6074,Entire home/apt,60,3,2,2019-07-14,0.31,1,11
35736691,"Charming Two-Storey, 5 Bedroom Oasis  for Groups",225401721,La,,Ville-Marie,45.51299,-73.55495,Entire home/apt,500,3,13,2019-12-01,1.86,5,362
35738211,Cozy Appartment Near to Cremazie Station,268826610,Ben,,Ahuntsic-Cartierville,45.54643,-73.64351,Private room,50,2,14,2019-11-15,2.07,1,164
35740038,Anaka 4 appartement,63153448,Fouzia,,Montréal-Nord,45.59032,-73.64649,Entire home/apt,40,32,2,2020-01-11,0.56,3,153
35741272,Cosy studio in the heart of Montreal (Le Plateau),152677242,Camila,,Le Plateau-Mont-Royal,45.52336,-73.57371,Entire home/apt,80,15,0,,,1,225
35741891,Bel appartement centre-ville,268458592,Alia,,Ville-Marie,45.51542,-73.56296,Entire home/apt,138,1,4,2019-06-29,0.58,1,215
35744968,Appartement complet sur le Plateau,268886808,Francesco,,Le Plateau-Mont-Royal,45.52418,-73.57397,Entire home/apt,70,13,2,2019-09-01,0.39,1,0
35752493,Entire Appartment in a quite neighborhood,248715417,Akram,,Saint-Léonard,45.59442,-73.58628,Entire home/apt,50,1,12,2019-12-28,5.22,1,87
35757449,strategic place to stay while visiting Montreal!,65034942,Safa,,Ville-Marie,45.5141,-73.5601,Private room,150,1,2,2019-08-05,0.29,3,359
35757597,Sunny Beautiful Apartment in Trendy Outremont,57334658,Mandana,,Outremont,45.52249,-73.61332,Entire home/apt,120,31,1,2019-08-08,0.19,1,364
35758053,Charming and sunny loft - Dowtown Montreal,2818108,Sonia,,Ville-Marie,45.51615,-73.55658,Entire home/apt,80,180,2,2019-08-08,0.38,1,347
35759076,Bright flat in Montreal - Appartement lumineux,268999113,Carlos,,Rosemont-La Petite-Patrie,45.55291,-73.57763,Entire home/apt,54,30,1,2019-06-16,0.14,1,359
35759929,"M213@2BDR, Explore Verdun,Parking",235235490,Bob,,Verdun,45.45559,-73.56819,Entire home/apt,69,2,10,2019-12-30,1.50,7,95
35760116,Logement tranquille  proche de tous les services,178501084,Djamal,,Rivière-des-Prairies-Pointe-aux-Trembles,45.63406,-73.58781,Entire home/apt,300,2,2,2019-09-02,0.37,1,179
35761979,Cute 1 BR with Garden - Plateau Mont Royal,29677779,Kristopher,,Le Plateau-Mont-Royal,45.5368,-73.57225,Entire home/apt,128,5,1,2019-08-05,0.18,1,72
35762067,Appartement spacieux près du Village,269023917,Raphaël,,Ville-Marie,45.52203,-73.55906,Entire home/apt,125,1,5,2019-08-25,0.75,3,196
35762413,A1 St Henri Lionel Groulx met.perfect for Osheaga,11312932,Boris,,Westmount,45.48541,-73.5813,Private room,1000,1,0,,,1,268
35762601,Appartement calme près du Village,269023917,Raphaël,,Ville-Marie,45.52404,-73.55752,Entire home/apt,115,1,11,2019-09-01,1.60,3,193
35764555,Appartement spacieux et convivial,11457051,Tommaso,,Mercier-Hochelaga-Maisonneuve,45.57795,-73.54422,Entire home/apt,63,14,1,2019-08-23,0.21,1,90
35766153,Appartement centre ville de Montréal,55949851,Julien,,Ville-Marie,45.51709,-73.56315,Entire home/apt,93,5,3,2019-08-23,0.55,2,0
35768356,The most accessible apartment,269079330,Yahia,,Ville-Marie,45.49157,-73.58452,Entire home/apt,67,1,1,2019-06-20,0.14,2,0
35768502,Provocation et beauté 2,231528842,Francel,,Montréal-Nord,45.58663,-73.65233,Private room,23,7,15,2019-12-29,2.27,6,348
35769956,Spacious apartment in Petite Patrie,37444336,Olivier,,Rosemont-La Petite-Patrie,45.53585,-73.61111,Entire home/apt,125,3,1,2019-08-12,0.19,1,0
35771245,"Cosy , renovated apartment near metro free parking",57185344,Patrick,,Mercier-Hochelaga-Maisonneuve,45.54128,-73.55825,Entire home/apt,95,2,10,2019-08-09,1.47,28,39
35771358,Vue panoramique 2,231528842,Francel,,Montréal-Nord,45.58524,-73.65363,Private room,23,7,8,2019-10-27,1.24,6,258
35771510,Zenitude à Montréal 2,231528842,Francel,,Montréal-Nord,45.58518,-73.65295,Private room,23,7,5,2019-09-15,0.74,6,134
35771843,Home sweet home,262883076,Michael,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46716,-73.64437,Private room,30,5,0,,,1,363
35772842,Private room in a sector branché in Montreal,14090816,Carmelle,,Le Sud-Ouest,45.47256,-73.59128,Private room,44,6,11,2019-10-27,1.61,3,347
35786465,Bright bedroom next to Terra-Cotta Natural Park,269209920,Adriana,,Pointe-Claire,45.45393,-73.80832,Private room,50,1,0,,,2,42
35788419,Tout noveau au coeur du Plateau de Montréal,269223994,Daria,,Le Plateau-Mont-Royal,45.52084,-73.57068,Entire home/apt,110,2,22,2019-12-29,3.22,1,343
35789095,Cozy nest in the Village,67397190,Donald,,Ville-Marie,45.52438,-73.55482,Entire home/apt,90,2,10,2019-09-01,1.56,2,0
35790306,La Petite Patrie,269002622,Victoria,,Rosemont-La Petite-Patrie,45.54255,-73.59887,Entire home/apt,87,3,3,2019-08-05,0.45,1,347
35791036,Charming apartment Parc Lafontaine,2556903,Didier,,Le Plateau-Mont-Royal,45.52737,-73.56421,Entire home/apt,157,2,5,2019-08-26,0.77,1,0
35795135,"New, clean, spacious, modern apartment",78803438,Milos,,LaSalle,45.42864,-73.59462,Entire home/apt,90,30,12,2019-10-31,1.87,1,44
35797203,Cozy paradise in the heart of the city,27959760,Cynthia,,Le Plateau-Mont-Royal,45.52973,-73.56488,Private room,68,2,10,2019-11-21,1.69,1,300
